msgYear,msgNumber,navArea,subregion,text,status,issueDate,authority,cancelDate,cancelNavArea,cancelMsgYear,cancelMsgNumber,
2023,11,4,24,"WESTERN NORTH ATLANTIC.
1. UNDERWATER OPERATIONS IN PROGRESS UNTIL 31 DEC
   BY M/V SEACOR MURRAY, M/V SEACOR AMAZON,
   M/V SEACOR MIXTECA, M/V SEACOR TARAHUMARA,
   M/V MICHAEL CROMBIE MCCALL,
   M/V EMILY DAY MCCALL, M/V SEACOR DEMERARA,
   M/V SEACOR CONGO IN AREA BOUND BY
   08-15.96N 057-02.23W, 08-15.96N 056-54.25W,
   07-58.60N 056-54.25W, 07-58.60N 057-02.23W.
   WIDE BERTH REQUESTED.
2. CANCEL THIS MSG 010001Z JAN 24.
",A,010931Z JAN 2023,OFFSHORE GUYANA 15/23 010102Z JAN 23.,,,,,
2023,10,4,24,"WESTERN NORTH ATLANTIC.
1. UNDERWATER OPERATIONS IN PROGRESS UNTIL 31 DEC
   BY M/V O ROURKE TIDE IN AREA BOUND BY
   08-15.96N 057-02.23W, 08-15.96N 056-54.25W,
   07-58.60N 056-54.25W, 07-58.60N 057-02.23W.
   WIDE BERTH REQUESTED.
2. CANCEL THIS MSG 010001Z JAN 24.
",A,010915Z JAN 2023,OFFSHORE GUYANA 12/23 010000Z JAN 23.,,,,,
2023,9,4,24,"WESTERN NORTH ATLANTIC.
1. UNDERWATER OPERATIONS IN PROGRESS UNTIL 31 DEC
   BY M/V BOURBON RHESOS, M/V BOURBON LIBERTY 243,
   M/V BOURBON LIBERTY 308 IN AREA BOUND BY
   08-15.96N 057-02.23W, 08-15.96N 056-54.25W,
   07-58.60N 056-54.25W, 07-58.60N 057-02.23W.
   WIDE BERTH REQUESTED.
2. CANCEL THIS MSG 010001Z JAN 24.
",A,010856Z JAN 2023,OFFSHORE GUYANA 9/23 010000Z JAN 23.,,,,,
2023,8,4,24,"WESTERN NORTH ATLANTIC.
GUYANA.
1. SURVEY OPERATIONS IN PROGRESS UNTIL 31 DEC BY
   M/V MOONRISE G, M/V 7 OCEANS, M/V SANCO SPIRIT,
   M/V REM SALTIRE IN AREA BOUND BY
   08-37.81N 056-59.56W, 08-30.56N 056-49.90W,
   08-19.85N 056-39.79W, 08-02.43N 056-19.43W,
   07-46.19N 056-24.54W, 07-35.52N 056-37.06W,
   07-40.87N 056-53.11W, 07-41.43N 057-09.98W,
   07-58.49N 057-19.34W, 08-16.18N 057-28.29W,
   08-32.65N 057-17.56W.
   WIDE BERTH REQUESTED.
2. CANCEL THIS MSG 010001Z JAN 24.
",A,010802Z JAN 2023,OFFSHORE GUYANA 8/23 010000Z JAN 23.,,,,,
2023,7,4,24,"WESTERN NORTH ATLANTIC.
1. UNDERWATER OPERATIONS IN PROGRESS UNTIL 30 JUN
   BY M/V GARY ROOK, M/V RUSSELL BOUZIGA,
   M/V ROBERT ADAMS, M/V FAST HAULER, M/V TED SMITH,
   M/V JACK EDWARDS, M/V JACKIE CHOUEST,
   M/V CHARLIE COMEAUX, M/V C-INSTALLER,
   M/V PARADISE ISLAND, M/V GUYANA HERO,
   M/V CLARENCE TRICHE, M/V HORN ISLAND,
   M/V SANIBEL ADAMS, M/V C-CONFIDENCE,
   M/V ROGER WHITE, M/V FORTE
   IN AREA BOUND BY
   08-15.96N 057-02.23W, 08-15.96N 056-54.25W,
   07-58.60N 056-54.25W, 07-58.60N 057-02.23W.
   WIDE BERTH REQUESTED.
2. CANCEL THIS MSG 010001Z JUL 23.
",A,010745Z JAN 2023,OFFSHORE GUYANA 7/23 010000Z JAN 23.,,,,,
2023,6,4,24,"WESTERN NORTH ATLANTIC.
1. UNDERWATER OPERATIONS IN PROGRESS UNTIL 31 DEC BY
   M/V BOURBON SAPPHIRE IN AREA BOUND BY
   08-15.96N 057-02.23W, 08-15.96N 056-54.25W,
   07-58.60N 056-54.25W, 07-58.60N 057-02.23W.
   WIDE BERTH REQUESTED.
2. CANCEL THIS MSG 010001Z JAN 24.
",A,010232Z JAN 2023,OFFSHORE GUYANA 14/23 010102Z JAN 23.,,,,,
2023,5,4,24,"WESTERN NORTH ATLANTIC.
1. UNDERWATER OPERATIONS IN PROGRESS UNTIL 31 DEC
   BY M/V SKANDI SKANSEN IN AREA BOUND BY
   08-15.96N 057-02.23W, 08-15.96N 056-54.25W,
   07-58.60N 056-54.25W, 07-58.60N 057-02.23W.
   WIDE BERTH REQUESTED.
2. CANCEL THIS MSG 010001Z JAN 24.
",A,010159Z JAN 2023,OFFSHORE GUYANA 13/23 010102Z JAN 23.,,,,,
2023,3,4,24,"WESTERN NORTH ATLANTIC.
1. UNDERWATER OPERATIONS IN PROGRESS UNTIL 31 DEC BY
   M/V SSV MAERSK NOMAD IN AREA BOUND BY
   08-15.96N 057-02.23W, 08-15.96N 056-54.25W,
   07-58.60N 056-54.25W, 07-58.60N 057-02.23W.
   WIDE BERTH REQUESTED.
2. CANCEL THIS MSG 010001Z JAN 24.
",A,010130Z JAN 2023,OFFSHORE GUYANA 16/23 010102Z JAN 23.,,,,,
2023,2,4,24,"WESTERN NORTH ATLANTIC.
1. SURVEY OPERATIONS IN PROGRESS UNTIL 31 DEC BY M/V
   AHT SD HONOUR IN AREA BOUND BY
   08-15.96N 057-02.23W, 08-15.96N 056-54.25W,
   07-58.60N 056-54.25W, 07-58.60N 057-02.23W.
   WIDE BERTH REQUESTED.
2. CANCEL NAVAREA IV 1/23, MSG NOT PROMULGATED.
3. CANCEL THIS MSG 010001Z JAN 24.
",A,010059Z JAN 2023,OFFSHORE GUYANA 10/23 010001Z JAN 23.,,,,,
2022,1396,4,"24,25,51","EASTERN CARIBBEAN SEA.
NORTH ATLANTIC.
CANARY ISLANDS TO ANTIGUA AND BARBUDA.
1. TALISKAR WHISKEY ATLANTIC CHALLENGE IN
   PROGRESS UNTIL FURTHER NOTICE BY 43 ROWBOATS
   IN VICINITY OF TRACKLINE JOINING SAN SEBASTIAN
   DE LA GOMERA (28-05.53N 017-06.60W) AND
   ENGLISH HARBOUR (17-00.00N 061-46.00W).
   WIDE BERTH REQUESTED.
2. MORE INFORMATION AND POSITIONS OF PARTICIPANTS
   AT: WWW.TALISKERWHISKYATLANTICCHALLENGE.COM.
",A,261430Z DEC 2022,NAVAREA II 360/22 261001Z DEC 22.,,,,,
2022,1316,4,26,"HAITI.
CARIBBEAN SEA.
PORT LIGHT, FL 4 SEC 12.7 METERS 2 MILES ESTABLISHED IN 18-38.57N 074-06.65W.
",A,062041Z DEC 2022,HAITI 1/22 062031Z DEC 22.,,,,,
2022,1284,4,24,"NETHERLANDS ANTILLES.
NAVTEX STATION CURACAO (H)
12-10.31N 068-51.82W OFF AIR.
",A,022008Z DEC 2022,DUTCH CARIBBEAN COAST GUARD	0/22 022001Z DEC 22.,,,,,
2022,1193,4,24,"EASTERN CARIBBEAN SEA.
VENEZUELA.
CHART 24430.
UNARE LIGHT 10-05.50N 065-10.73W DESTROYED.
",A,102133Z NOV 2022,VENEZUELA 11/22 101500Z NOV 22.,,,,,
2022,1151,4,24,"CARIBBEAN SEA.
COLOMBIA.
SURVEY OPERATIONS IN PROGRESS UNTIL
FURTHER NOTICE BY M/V MARIA S. MERIAN
IN 11-07.84N 074-51.64W.
TWO METER BERTH REQUESTED.
",A,300847Z OCT 2022,COLOMBIA 390/22 300821Z OCT 22.,,,,,
2022,1144,4,15,"HUDSON BAY.
CANADA.
DEPTHS LESS THAN CHARTED:
A. 21.2 METERS IN 55-25.24N 077-47.63W.
B. 16.1 METERS IN 55-22.59N 077-47.78W.
C. 27.6 METERS IN 55-35.12N 077-38.36W.
",A,290028Z OCT 2022,PRESCOTT MCTS 176/22 282102Z OCT 22.,,,,,
2022,1143,4,15,"HUDSON BAY.
CANADA.
DEPTHS LESS THAN CHARTED:
A. 20.7 METERS IN 57-28.87N 076-55.48W.
B. 20.1 METERS IN 57-28.66N 076-56.77W.
C. 14.0 METERS IN 57-20.20N 076-55.85W.
D. 19.1 METERS IN 57-29.18N 076-55.33W.
E. 15.3 METERS IN 57-27.74N 076-51.91W.
F. 18.3 METERS IN 57-27.20N 076-51.65W.
",A,282356Z OCT 2022,PRESCOTT MCTS 172/22 282001Z OCT 22.,,,,,
2022,964,4,25,"EASTERN CARIBBEAN SEA.
MARTINIQUE.
TEN METER F/V FLEEPA, WHITE HULL, SANK
IN 14-22.50N 061-04.80W AT 210033Z SEP.
",A,210611Z SEP 2022,AVURNAV FORT DE FRANCE 1092/22 210400Z SEP 22.,,,,,
2022,934,4,15,"HUDSON BAY.
CANADA.
MISSION LAKE LIGHT 63-20.61N 090-41.23W UNRELIABLE.
",A,142207Z SEP 2022,MCTS 0/22 142203Z SEP 22.,,,,,
2022,856,4,24,"CARIBBEAN SEA.
VENEZUELA.
1. JRCC CURACAO 12-10.00N 068-52.00W MF DSC SERVICES
   UNRELIABLE.
2. CANCEL NAVAREA IV 855/22.
",A,261419Z AUG 2022,JRCC CURACAO 0/22 261355Z AUG 22.,,,,,
2022,842,4,24,"WESTERN NORTH ATLANTIC.
GUYANA.
ODAS BUOYS ESTABLISHED IN:
A. 08-04.16N 057-04.51W.
B. 07-53.22N 057-36.37W.
",A,230343Z AUG 2022,GUYANA 141/22 230227Z AUG 22.,,,,,
2022,748,4,24,"CARIBBEAN SEA.
CURACAO.
KLEIN CURACAO LIGHT 11-59.4N 068-38.6W UNLIT.
",A,011051Z AUG 2022,CURACAO COAST GUARD 0/22 011002Z AUG 22.,,,,,
2022,516,4,25,"WESTERN NORTH ATLANTIC.
DOMINICAN REPUBLIC.
CHART 25720.
SAFE WATER BUOY 19-48.78N 070-41.57W REMOVED.
",A,011453Z JUN 2022,DOMINICAN REPUBLIC 12/22 011432Z JUN 22.,,,,,
2022,441,4,26,"CARIBBEAN SEA.
JAMAICA.
CHART 26220.
PORTLAND RIDGE LIGHT 17-44.50N 077-09.50W UNLIT.
",A,070356Z MAY 2022,JAMAICA PORT AUTHORITY 0/20 061534Z MAY 22.,,,,,
2022,439,4,28,"YUCATAN CHANNEL.
MEXICO.
CHART 28210.
ISLA CONTOY LIGHT 21-31.60N 086-48.30W UNLIT.
",A,070315Z MAY 2022,MEXICO IV 79/21 061531Z MAY 22.,,,,,
2022,367,4,28,"WESTERN CARIBBEAN SEA.
MEXICO.
CHART 28190.
PUNTA ALLEN LIGHT 19-47.1N 087-27.8W UNLIT.
",A,151519Z APR 2022,MEXICO IV 31/22 151230Z APR 22.,,,,,
2022,362,4,25,"EASTERN CARIBBEAN.
MARTINIQUE.
1. DUE TO SAFETY MEASURES TO COMBAT COVID-19,
   ALL VESSELS ARE TO ABIDE BY THE RULES
   SET FORTH BY THE GOVERNMENT OF MARTINIQUE.
2. ANY SUSPICION OF SYMPTOMS MUST BE REPORTED
   TO MRCC FORT-DE-FRANCE.
3. FOR MORE INFORMATION CHECK PREFECTURE OF
   MARTINIQUE WEBSITE.
",A,141209Z APR 2022,WEST INDIES - COASTAL 1/22 141133Z APR 22.,,,,,
2022,316,4,24,"CARIBBEAN SEA.
COLOMBIA.
ENAP RANGE LIGHTS, FRONT AND REAR
10-23.3N 075-31.8W UNLIT.
",A,301656Z MAR 2022,COLOMBIA 99/22 301652Z MAR 22.,,,,,
2022,295,4,24,"WESTERN NORTH ATLANTIC.
SURINAME.
CHART 24370.
DANGEROUS WRECK IN AREA BOUND BY
06-05.40N 055-12.15W, 06-05.40N 055-11.49W,
06-04.58N 055-11.49W, 06-04.57N 055-12.15W.
",A,242025Z MAR 2022,SURINAME 241620Z MAR 22.,,,,,
2022,227,4,25,"WESTERN NORTH ATLANTIC.
DOMINICAN REPUBLIC.
CHART 25720.
PUERTO PLATA LIGHT 19-48.2N 070-41.7W UNLIT.
",A,042307Z MAR 2022,DOMINICAN REPUBLIC 6/22 042109Z MAR 22.,,,,,
2022,141,4,28,"GULF OF HONDURAS.
BELIZE.
CHART 28162.
1. HUNTING CAY, ZAPODILLA CAYS LIGHT
   16-06.5N 088-16.0W UNLIT.
2. CANCEL NAVAREA IV 138/22.
",A,081530Z FEB 2022,BELIZE PORT AUTHORITY 080227Z FEB 22.,,,,,
2022,120,4,25,"CARIBBEAN SEA.
DOMINICAN REPUBLIC.
CHART 25800.
PUNTA LAGUNA LIGHT 18-08.3N 068-45.3W UNLIT.
",A,031402Z FEB 2022,NAVAREA IV 4/22 031332Z FEB 22.,,,,,
2021,1157,4,26,"WESTERN NORTH ATLANTIC.
HAITI.
CHART 26141.
ILE DE LA TORTUE W. POINT LIGHT
20-03-44N 072-58-02W UNLIT.
",A,281021Z DEC 2021,HAITI 5/21 280205Z DEC 21.,,,,,
2021,1156,4,26,"CARIBBEAN SEA.
HAITI.
CHART 26203.
ILE VACHE LIGHT 18-03-52N 073-34-31W UNLIT.
",A,281008Z DEC 2021,HAITI 4/21 280205Z DEC 21.,,,,,
2021,1113,4,24,"EASTERN CARIBBEAN SEA.
VENEZUELA.
CHART 24404.
RECALADA GUIRIA LIGHT 10-34-48N 062-17-27W
CHANGED TO FL W 10 SEC 25 METERS 11 MILES.
",A,102219Z DEC 2021,VENEZUELA 26/21 101340Z DEC 21.,,,,,
2021,1003,4,28,"GULF OF HONDURAS.
HONDURAS.
CHART 28171.
PUNTA SAL LIGHT 15-55.5N 087-36.2W UNLIT.
",A,040308Z NOV 2021,HONDURAS 040259Z NOV 21.,,,,,
2021,977,4,25,"EASTERN CARIBBEAN SEA.
ANTIGUA AND BARBUDA.
CHART 25575.
AIDS TO NAVIGATION FOR THE APPROACH TO ST JOHN'S
HARBOR (17-07.6N 061-51.7W) ARE UNRELIABLE. MARINERS
IN VICINITY ARE REQUESTED TO KEEP A SHARP LOOKOUT
AND EXERCISE CAUTION.
",A,281216Z OCT 2021,ANTIGUA & BARBUDA 281151Z OCT 21.,,,,,
2021,967,4,28,"GULF OF MEXICO.
MEXICO.
CHART 28220.
PUNTA PALMAS LIGHT 21-03.7N 90-15.1W UNLIT.
",A,251700Z OCT 2021,MEXICO IV 73/21 221940Z OCT 21.,,,,,
2021,779,4,28,"BAY OF CAMPECHE.
MEXICO.
CHART 28260.
CHILTEPEC LIGHT 18-26.4N 093-05.8W UNLIT.
",A,311745Z AUG 2021,MEXICO IV 70/21 311715Z AUG 21.,,,,,
2021,778,4,28,"BAY OF CAMPECHE.
MEXICO.
CHART 28320.
LA BARRA LIGHT 20-58.4N 097-18.5W UNRELIABLE.
",A,311720Z AUG 2021,MEXICO IV 65/21 311715Z AUG 21.,,,,,
2021,720,4,15,"HUDSON BAY.
CANADA.
SCIENTIFIC MOORING, TOP FLOAT 20 METERS BELOW
SURFACE, ESTABLISHED IN 54-16.62N 081-28.76W.
",A,182308Z AUG 2021,MCTS 182008Z AUG 21.,,,,,
2021,665,4,27,"WESTERN CARIBBEAN SEA.
CAYMAN ISLANDS.
CHART 27160.
BOATSWAIN POINT LIGHT 19-23.1N 081-24.5W UNLIT.
",A,041938Z AUG 2021,CAYMAN ISLANDS 041753Z AUG 21.,,,,,
2021,407,4,28,"GULF OF MEXICO.
CHART 28220.
CAYO ARENAS LIGHT 22-07-05N 091-23-50W UNLIT.
",A,142036Z MAY 2021,MEXICO IV 46/21 142009Z MAY 21.,,,,,
2021,346,4,28,"BAY OF CAMPECHE.
MEXICO.
CHART 28310.
PUNTA ZAPOTITLAN LIGHT 18-31.5N 094-48.1W
UNRELIABLE.
",A,272116Z APR 2021,MEXICO IV 41/21 272112Z APR 21.,,,,,
2021,341,4,28,"GULF OF HONDURAS.
HONDURAS.
CHART 28170.
PUERTO CORTES ENTRANCE BUOY 15-51.9N 087-57.9W
TEMPORARILY REMOVED.
",A,261619Z APR 2021,HONDURAS 261549Z APR 21.,,,,,
2021,306,4,24,"WESTERN NORTH ATLANTIC.
GUYANA.
DEMERARA ENTRANCE BUOY 06-56.80N 058-03.43W UNLIT.
",A,151403Z APR 2021,GUYANA 25/21 151335Z APR 21.,,,,,
2021,278,4,28,"BAY OF CAMPECHE.
MEXICO.
CHART 28310.
ROCA PARTIDA LIGHT 18-42-17N 095-11-18W UNLIT.
",A,020044Z APR 2021,MEXICO IV 36/21 012353Z APR 21.,,,,,
2021,277,4,28,"BAY OF CAMPECHE.
MEXICO.
CHART 28310.
TONALA LIGHT 18-12-45N 094-08-00W UNLIT.
",A,020021Z APR 2021,MEXICO IV 30/21 012353Z APR 21.,,,,,
2021,144,4,28,"WESTERN CARIBBEAN SEA.
MEXICO.
CHART 28004.
PUERTO MORELOS LIGHT 20-50.2N 086-55.0W UNRELIABLE.
",A,162127Z FEB 2021,MEXICO IV 21/21 161839Z FEB 21.,,,,
